file,bank,addr,label,name,pic,textend,nowrap,zh,en,deepl,checked,notes
,0f,539e,,BALLOT,BALLOT_1,done,,得到了ＰＤＡ﹗,Got the PDA!,0,0,
,0f,53ad,,DR_LEO,DR_LEO,done,,"巴克～

你也跟著巴洛特
吧﹗

多個人﹐也好彼
此照應⚬","Buck, why don't you go with Ballot?

With more people in the party, it'll be safer for him to travel.",0,0,
,0f,53e1,,BUCK,BUCK,done,,"博士．巴克．
巴克⋯",ＤＯＣＴＯＲ．．．． ＢＵＣＫ．．． ＢＵＣＫ．．．,0,0,
,0f,53f6,,DR_LEO,DR_LEO,done,,"我知道你在想什
麼﹗

等你回來～

我一定想辦法將
你變得像個人類
好嗎﹖","I know what you're thinking!

Once you return safely, I'll figure out something to make you more humanlike!

How about that?",0,0,
,0f,5439,,BUCK,BUCK,done,,博士．真的﹖,ＤＯＣＴＯＲ．．． ＲＥＡＬＬＹ？,0,0,
,0f,5446,,DR_LEO,DR_LEO,done,,"就這樣改一改⋯

就是這裡⋯

⋯⋯⋯

ＯＫ﹗
改造完畢﹗

巴克的新式機械
鳥﹐
將可搭載巴克﹐
飛過小型的凹地
﹗","Just tweak this, and solder that...

OK! The modifications are complete!

Buck, this brand new robot bird is for you!

I've named it Beattro, and it can carry you across small bumps in the road!",0,0,
,0f,54ad,,BALLOT,BALLOT_1,done,,"巴克＆機械鳥
加入隊伍﹗",Buck and Beattro joined the party!,0,0,
,0f,54c5,,SYSTEM,VAST_FAME,done,,"星獸．機械鳥加
入隊伍⚬

如果將巴克置於
隊伍前頭﹐
可籍由機械鳥的
力量﹐
飛越地圖的小型
凹洞⚬","Star Beast Beattro joined the party. If Buck is leading the party, he can use Beattro's power to cross small holes in the ground.",0,0,
,0f,5521,,DR_LEO,DR_LEO,done,,"去吧～

到加爾企業﹐
尋找剩下的七個
動力晶片吧⚬","Go on! You can start at GaleCorp, and find the other 7 chips from there.",0,0,
,0f,554f,,DR_LEO,DR_LEO,done,,"去吧～

到加爾企業﹐
尋找剩下的七個
動力晶片吧⚬","Go on! You can start at GaleCorp, and find the other 7 chips from there.",0,0,
,0f,557d,,BALLOT,BALLOT_2,done,,"這個洞⋯
該怎麼通過呢﹖",This hole... How will we cross it?,0,0,
,0f,5595,,BUCK,BUCK,done,,"巴洛特．巴克．
換．在排頭⚬

機械鳥．飛．地
洞⚬",ＢＡＬＬＯＴ！ ＬＥＴ ＢＵＣＫ ＬＥＡＤ． ＢＥＡＴＴＲＯ ＣＡＮ ＦＬＹ ＯＶＥＲ ＨＯＬＥＳ．,0,0,
script_duolu_city2,12,723c,,BLANK,12,done,,"加爾企業董可長
找到了孫子﹖

真是替他感到高
興～","Gale Corp.'s chairman's grandson has been found?

I'm so happy for him!",0,0,
,12,7267,,BLANK,23,done,,"往西邊走的話﹐
就是鐘塔了⚬

那是加爾企業董
事長為了紀念去
逝的女兒而建的
那鐘塔已經成為
多魯市的地標了
呢⚬

我們都是依照鐘
塔上的時間座息
的⚬","If you go west, you'll see the Clock Tower. The chairman of Gale Enterprises erected it as a memorial to his deceased daughter. It's become a landmark of Dorington, and we all set our watches according to the time on the Clock Tower.

",0,0,
,12,72ef,,BLANK,18,done,,"真是奇怪﹗真是
奇怪呀﹗

到底什麼事奇怪
呢﹗

我也說不上來⋯","It's weird! It's really weird!

What's so weird? Even I can't tell...",0,0,
,12,7320,,BLANK,1C,done,,"嘻嘻～吃點心吃
得好飽喲﹗啊﹗
這⋯這是怎麼回
事﹖好⋯奇⋯怪
﹗","Heehee! I ate so many snacks, I'm full! Ah! 

What's going on? 

This is... so strange!",0,0,
,12,735b,,BLANK,1C,done,,"嘻嘻～
吃得好飽喲﹗","Heehee! I'm so full!

",0,0,
,12,736f,,BLANK,1F,done,,"加爾企業明天就
要舉行董事交接
典禮﹗真是期待","Gale Corp. will be holding a handover ceremony tomorrow!

I'm really looking forward to it.",0,0,
script_duolu_city2_1,12,5194,,BLANK,15,done,,這裡是多魯市⚬,"Welcome to Dorington, home of the world-famous Gale Enterprises.",0,0,
,12,51a6,,BLANK,21,done,,"看到那棟最高的
建築了嗎﹖
那就是鼎鼎大名
的加爾企業唷﹗",Do you see that tall tower over there? That building is the headquarters of the famous Gale Enterprises!,0,0,
,12,51d9,,BLANK,12,done,,"看過告示版了嗎
﹖真是可憐啊～
加爾企業的董事
長正在尋找十六

年前失散的孫子
呢⚬","Do you see that noticeboard? How sad.. Gale Enterprises' chairman is still trying to find his grandchild, who vanished 16 years ago.",0,0,
,12,5223,,BLANK,23,done,,"往西邊走的話﹐
就是鐘塔了⚬
那是加爾企業董
事長為了紀念去
逝的女兒而建的

那鐘塔已經成為
多魯市的地標了

呢⚬我們都是依
照鐘塔上的時間
作息的⚬","If you go west, you'll see the Clock Tower. The chairman of Gale Enterprises erected it as a memorial to his deceased daughter. It's become a landmark of Dorington, and we all set our watches according to the time on the Clock Tower.",0,0,
,12,52aa,,BLANK,18,done,,"加爾企業董事長
失散的孫子﹐身

上掛著一條會發
光的月型項鍊﹐
名叫月琉璃⚬要
是被我找到的話
﹐我就發財了⚬","The grandson of Gale Enterprises' chairman was said to have worn a shiny necklace in the shape of the moon, known as the Moon Glaze. I'm sure it's worth a fortune! If I find it, I'll be rich!",0,0,
,12,530c,,BLANK,1C,done,,"哦～鐘塔的時間
已經３點了﹗

嘻嘻～點心時間
到了﹗","The time on the clock tower is 3pm! Hehe, it's teatime!",0,0,
,12,5338,,BLANK,1F,done,,"唉呀～真是不得
了﹗

只要能找到加爾
企業董事長的孫

子﹐就能獲得一
～大筆錢﹗

我一定要搶在別
人前面找到﹗","Aiyeee!! This is serious! If I find the chairman's grandson before anyone else, I'll get a lot of money! I must find him before anyone else does!",0,0,
,12,5396,,BLANK,16,getchoice String_1cc5,,想知道嗎﹖,Do you want to know something?,0,0,
,12,53a4,,BLANK,16,done,,是這樣子的啊～,If that's how it is...,0,0,
,12,53b6,,BLANK,16,done,,"十六年前﹐加爾
企業董事長～
哈爾遜的女兒﹐
與一名牧羊人發
生了戀情⚬

董事長非常的憤
怒﹐覺得牧羊人
高攀不上他的女
兒⚬

於是拆散了二人
﹐並把剛出世的
小嬰兒送走⚬

之後﹐董事長的
女兒便鬱鬱而終","16 years ago, the daughter of Harrison, Gale Enterprises' chairman, had a relationship with a shepherd. The chairman was furious as he felt that the shepherd was not worthy of his daughter, so he forced them to break up and had the child sent away. The chairman's daughter died of depression shortly after.",0,0,
,12,546f,,BLANK,19,done,,"往南邊走﹐就會
到達山達農莊⚬

那裡是個純樸的
小鎮﹐主要出產

咖啡跟天使之葉
⚬","If you go south, you will arrive at Mountreach Farm. It is a simple town that produces mainly coffee and angel leaves.",1,0,
script_duolu_city2_3,12,76dc,,BLANK,18,done,,"真是奇怪﹗真是
奇怪呀﹗

我終於發現奇怪
在哪裡了﹗

鐘塔上的時間﹐
似乎動都不動﹗
是鐘塔出了問題
嗎﹖

會是我的錯覺嗎
﹖","How weird! How very weird! I finally figured out what seemed so strange to me!

The time on the clock tower doesn't seem to advance at all!

Is something wrong with the clock tower?

Or am I imagining things?",0,0,
,12,7746,,BLANK,1C,done,,"好⋯奇⋯怪﹗
我才剛吃完點心
﹐怎麼還是３點
呢﹖人家好飽⋯

不要吃了啦﹗","That's sooo weird!

I just finished my snacks, why is it still 3 o'clock?

I'm full... I don't wanna eat anymore!",0,0,
script_duolu_city2_4,12,7885,,BLANK,18,done,,"真是奇怪﹗真是
奇怪呀﹗
鐘塔的時間又動
了﹗

看來是我的錯覺
⚬","How strange! How very strange!

The time on the clock tower has started moving again!

Looks like I was imagining things.",0,0,
script_duolu_city_1b,12,54b8,,BLANK,16,done,,"唉～其實加爾企
業董事長的心情

﹐我真的可以體
會⋯⋯

年老時才發現﹐
沒有人可以繼承

他那龐大的事業
﹐那是相當令人
不甘心的⚬","In fact, I really empathise with the chairman of GaleCorp... it is quite disheartening to find out that there is no one to inherit his huge business in old age. ",0,0,
,12,5528,,BLANK,19,done,,"哼﹗那個加爾企
業的董事長﹐一
點都不可憐呢﹗

當初他要是沒有
拆散那對戀人的

話﹐就不會有這
種結果了﹗","Hmph! I don't pity the chairman at all! If he hadn't broken up the couple in the first place, they wouldn't have ended up like this! ",0,0,
script_duolu_city_1c,12,5589,,BLANK,1B,done,,"十六年前﹐哈爾
遜董事長的女兒
﹐愛上了一名男
人﹗那名牧羊人
﹐就是山達農莊
的牧羊人⚬
事後那名牧羊人
被趕出這裡﹐再
也沒有人看過他
了⋯⋯","Sixteen years ago, Chairman Harrison's daughter fell in love with a man! He was a shepherd at Mountreach Farm. The shepherd was later chased out of here and never seen again...",0,0,
,12,560d,,BLANK,1A,done,,"你⋯你後面那隻
⋯怪獸⋯
就是爸爸說的星
獸嗎﹖

真可怕﹗﹗",That... monster behind you... is that one of the Star Beasts Dad was talking about? It's scary!,0,0,
script_duolu_city_1d,12,563e,,BLANK,1C,done,,"點心﹗點心﹗
媽媽～點心時間
到了啦﹗哥哥沒
有回來﹐人家要

吃～雙倍喲﹗","Cake! Cake! Mom, it's teatime! 

Brother isn't back yet, so I wanna eat two parts!",0,0,
,12,5682,,BLANK,1A,done,,"人家才沒有偷吃
櫃子裡的蛋糕唷
﹗⋯嗚～

被你知道了﹗人
家不是故意的嘛

﹗不可以跟哥哥
說唷﹗

這是我們的小密
祕唷﹗",I didn't steal the cake from the cupboard! ⋯You've found me out?! I didn't do it on purpose! Don't tell my brother! It's our little secret!,0,0,
,12,56ec,,BLANK,15,done,,"我的老公是鐘塔
的管理人員⚬

每天都要忙到晚
才能回來⚬

真是叫人寂寞啊
⋯⋯",My husband is the manager of the clock tower. He has to work late every day. How sad...,0,0,
script_duolu_city_20,12,5733,,BLANK,22,done,,"唉～有機會的話
﹐真想到鄰國做
生意⚬但是本國
和鄰國的關係﹐
一直不是很好⚬

就連來往的通道
都被填平了⋯
唉～～",Haiz... I really want to do business overseas. But the relationship between our country and the neighboring ones isn't good. Even the roads have been blocked... Haiz~,0,0,
script_east_fishmarket_0b_1,55,5aef,,BLANK,12,done,,"少爺～這裡就是
東漁市了⚬

祝少爺旅程平安
順利⚬","Young master, this is Dongyu Town.

I hope your journey goes well.",0,0,
,55,5b1f,,BLANK,19,done,,"這裡是漁港路都
市～東漁市⚬

四周就是比底斯
海了⚬","Welcome to the Dongyu Town, the city of fishing.

We're surrounded by the Deepa Sea.",0,0,
,55,5b52,,BLANK,1C,done,,"聽說小孩子如果
在海邊玩耍的話

就會被人魚吃掉
哦﹗

媽媽說小龜就是
被人魚吃掉的﹗","It's said that kids that go play at the beach get eaten by mermaids!

That's what mom said happened to Xiaogui!",0,0,
,55,5ba0,,BLANK,1A,done,,"在另外的那一邊
有一個神木村喲

那裡有一棵～
好大～
好大的大樹喲﹗","In the Sacred Tree Village, across the sea, there's a super, super big tree!",0,0,
,55,5be3,,BLANK,14,done,,"安東的世代都是
海洋科學家⚬

他的祖先﹐也是
八名偉大科學家
的後代喲﹗","Anton's family has worked as marine scientists for generations.

His ancestors also descend from the 8 great scientists!",0,0,
,55,5c28,,BLANK,13,done,,"嗚～小龜～
我的兒子啊～
嗚嗚～

小龜被人魚吃掉
了﹗
嗚嗚嗚～
可惡的人魚﹗","Waaah... Xiaogui...

My poor child...

Sniff...

Xiaogui was eaten by mermaids!

Waaah...

These horrible mermaids!",0,0,
,55,5c6f,,BLANK,15,done,,"最近海邊出現了
人魚﹐而且靠近

海邊的小孩子都
莫名的失蹤了﹗

一定是被人魚吃
掉了﹗","Mermaids have been spotted near the beach lately, and children on the beach have started disappearing for no reason!

The mermaids must have eaten them!",0,0,
,55,5cbb,,BLANK,17,done,,"前陣子看到安東
的未婚妻～海藍

﹐在海邊與人魚
講話⚬

是我看錯了嗎﹖
我一定要弄清楚
﹗","Some time ago, I saw Anton's fiancee, Helen, talking with a mermaid at the beach.

I wasn't mistaken, was I?

I have to figure this out!",0,0,
,55,5d0a,,BLANK,16,done,,"唉～自從流星雨
過後﹐天空就出
現了裂縫⚬

咦～那條裂縫好
像愈來愈大了﹗
真叫人不安⚬","Ah... Since the meteor shower, a crack appeared in the sky.

And this crack seems to be getting bigger and bigger!

That's really worrying.",0,0,
script_east_fishmarket_0b_2,55,5fc7,,BLANK,16,done,,"這裡是東漁市的
集會廣場⚬",This is Dongyu Town's town square.,0,0,
script_east_fishmarket_0c,55,62c8,,BLANK,1E,done,,"貝殼～挖貝殼～
小小的身體～

小小的家～
啦啦啦啦～
挖挖挖～","Little shell~ Digging little shell!

A tiny lil' guy~

In a tiny lil' house!

La la la la!

Dig, dig, dig!",0,0,
,55,62ff,,BLANK,1F,done,,"瓜瓜～快回家﹗
海邊很危險﹗
趕快回家﹗","Gua Gua, get back!

The beach is very dangerous!

Hurry back home!",0,0,
,55,6326,,HELEN,HELEN_0,done,,"你們來做什麼﹖
你們是來帶走安
東的嗎﹖

我永遠都不會原
諒你們的﹗","What are you doing here?

Are you here to take Anton away?

I will never forgive you!",0,0,
,55,6364,,BALLOT,BALLOT_5,done,,"雖然我不懂愛情
但是媽媽以前曾

說過﹐愛一個人
﹐就要給他自由
的空間⚬
不是嗎﹖","I might not get romance, but mom once said that if you love someone, you have to give them freedom.

Isn't that right?",0,0,
,55,63b0,,HELEN,HELEN_2,done,,"住口﹗
你們⋯你們什麼
都不懂﹗

再過不久～
那個時候到了⋯
我就會⋯
我就會⋯⋯

我決不讓安東離
開我﹗","Shut up!

You... You don't understand anything!

Soon, it will be time...

I'll... I'll...

I will never let Anton leave me!",0,0,
,55,6408,,BLANK,1F,done,,"瓜瓜﹗
瓜～瓜瓜﹗
怎麼辦﹗
怎麼辦﹗

瓜瓜被人魚捉走
了﹗

誰來救救他﹗
救命啊﹗","Gua Gua!

Gua Guaaa!

Oh no, oh no, what do I do!

Gua Gua is being kidnapped by mermaids!

Somebody, save him!

Save him! ",0,0,
,55,6452,,BLANK,BALLOT_4,done,,糟糕﹗,Oh no!,0,0,
,55,645b,,HELEN,HELEN_0,done,,⋯⋯⋯,...,0,0,
,55,6463,,,,done,,"好⋯好難過⋯⋯
這種感覺⋯⋯
我死了嗎﹖
也好⋯","I feel...

So weak...



This...



Am I dead?



This can't...",0,0,
,55,6489,,BALLOT,BALLOT_5,done,,"這裡是哪裡﹖
我為什麼在這裡
﹖","What is this place?

How did I end up here?",0,0,
script_east_fishmarket_0d_3,55,6fab,,3C,65,done,,"原來海巫師就是
殺掉人類小孩的

兇手⚬
真是可惡﹗","It turns out that it was the Sea Witch who was killing all the human children.

How horrible!",0,0,
,55,6fda,,3B,64,done,,"嗚嗚嗚～
海青真是可憐⋯

為了海藍﹐犧牲
了自己的生命⋯

那個自私的海藍
﹐要是回來的話

﹐我一定要她賠
命﹗
嗚～海青～","Waaah...

Poor Haiqing...

She sacrificed herself for Helen...

If that selfish Helen ever comes back, I'll make her pay dearly!

Sniff... Haiqing...",0,0,
,55,7043,,3A,63,done,,"到底是先有烏龜
呢﹐還是先有蛋

﹗還是想不出來
⋯⋯什麼﹖
想回陸地上面﹖
不行哪～

我深奧的沈思還
沒有結束⚬","Which came first, the turtle? Or the egg? I still can't figure that out!

... What?

Go back to the land above?

No can do... I'm not done thinking about this yet.",0,0,
,55,70ad,,CLAUDE,CLAUDE_4,done,,"糟了⋯
時間快來不及了

不管是先有烏龜
還是先有蛋﹐都
不重要啦﹗","This is bad...

We're running out of time! It doesn't matter whichever one came first!",0,0,
,55,70ee,,3A,63,done,,"都⋯都不重要嗎
﹖哼哼哼哼哼﹗","It... It doesn't matter?

Hmm hmm hmm!",0,0,
,55,7109,,3A,63,done,,"我怎麼沒有想到
這一點﹖

先有烏龜的話﹐
我還是烏龜～

先有蛋的話﹐我
還是烏龜啊﹗

這麼深奧的理論
﹐我終於懂了⚬

為了感謝你﹐我
就載你回陸地﹗","Why didn't I think of this?

If the turtle came first, I'm still a turtle... And if the egg came first, I'm still a turtle!

I finally understand this profound theory.

To thank you, I'll take you back on land!",0,0,
,55,718d,,3A,63,done,,"再見了～我要進
行我的第二個深
奧的沈思了⋯","Goodbye now!

It's time for me to dive into my second round of deep thought...",0,0,
,55,71b9,,BLANK,1E,done,,"我⋯我回來了﹗
嗚嗚嗚～媽媽﹗","I'm... I'm back!

Waaaaaaaah! Moooom!",0,0,
,55,71d4,,BALLOT,BALLOT_5,done,,"怎麼回事﹖
怎麼都沒有人﹖

發生了什麼事﹖","What is going on?

Where is everyone?

What happened?",0,0,
,55,71fc,,BLANK,16,done,,"哼﹗我就知道﹗
原來海青是人魚

變的﹗她和人魚
的對話﹐全都被

我聽見了﹗
哼﹗
燒死她﹐為死去
的小孩報仇﹗","Hmph! I knew it!

It turned out that Helen was a transformed mermaid! I heard her conversations with the mermaid, all of it!

Humph!

We'll burn her at the stake to avenge the deaths of our children!",0,0,
,55,725f,,BALLOT,BALLOT_5,done,,"安東﹖﹖﹗
這是怎麼回事﹖","Anton?!

What happened?",0,0,
,55,7279,,ANTON,62,done,,"海⋯海藍⋯
是人魚的事⋯
被發現了⋯
呃⋯⋯

他們紅著眼睛⋯
失去了理智⋯
強行⋯⋯
捉走了海藍⋯
呃⋯呃⋯⋯","He... Helen...

They found out... she was a mermaid...

Cough...

They... completely lost their minds...

They took her... by force...

Cough, cough...",0,0,
,55,72dd,,BALLOT,BALLOT_5,done,,"振作一點﹐安東
﹗","Hang in there, Anton!",0,0,
,55,72f1,,ANTON,62,done,,"我⋯我⋯
沒有辦法⋯
保護海藍⋯

請⋯請你們⋯
一定要⋯救她⋯","I... I can't...

Protect Helen...

Ple... Please...

You have to... Save her...",0,0,
,55,732a,,BALLOT,BALLOT_5,done,,"好的﹗
我一定會的﹗
安東﹐不要再說
話了﹗
振作些﹗

我這就去救回海
藍﹗","Got it!

I'll do everything I can!

Anton, don't speak, hang in there!

I'm going to save Helen right now!",0,0,
